CASE_ENQUIRY_ID,OPEN_DT,CLOSED_DT,CASE_STATUS,CLOSURE_REASON,CASE_TITLE,SUBJECT,REASON,TYPE,QUEUE,Department,Location,fire_district,pwd_district,city_council_district,police_district,neighborhood,neighborhood_services_district,ward,precinct,land_usage,LOCATION_STREET_NAME,LOCATION_ZIPCODE,LATITUDE,LONGITUDE,Source
1.01001E+11,7/25/2014 7:21,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,23 Dorchester St  South Boston  MA  02127,6,5,2,C6,South Boston / South Boston Waterfront,5,Ward 6,604,CM,23 Dorchester St,2127,42.33694,-71.04393,Constituent Call
1.01001E+11,7/25/2014 8:19,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,97 Horace St  East Boston  MA  02128,1,9,1,A7,East Boston,1,Ward 1,111,R2,97 Horace St,2128,42.38257,-71.01583,Constituent Call
1.01001E+11,7/25/2014 14:44,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,17 Union Ave  Jamaica Plain  MA  02130,9,2,6,E13,Jamaica Plain,11,Ward 11,1107,R1,17 Union Ave,2130,42.30945,-71.10629,Self Service
1.01001E+11,7/25/2014 10:36,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,209 Boylston St  Jamaica Plain  MA  02130,9,2,6,E13,Jamaica Plain,11,Ward 11,1106,R3,209 Boylston St,2130,42.31381,-71.10122,Constituent Call
1.01001E+11,7/26/2014 17:04,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,34 Chiswick Rd  Brighton  MA  02135,11,4,9,D14,Allston / Brighton,15,Ward 21,2115,A,34 Chiswick Rd,2135,42.33889,-71.15059,Constituent Call
1.01001E+11,7/27/2014 22:52,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,143 Putnam St  East Boston  MA  02128,1,9,1,A7,East Boston,1,Ward 1,106,R3,143 Putnam St,2128,42.37795,-71.03194,Constituent Call
1.01001E+11,7/28/2014 13:18,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,3 Hooper St  Dorchester  MA  02124,8,7,4,C11,Dorchester,9,Ward 17,1703,R1,3 Hooper St,2124,42.29467,-71.0693,Constituent Call
1.01001E+11,7/28/2014 12:15,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,10 Mallon Rd  Dorchester  MA  02121,7,3,4,C11,Dorchester,8,Ward 14,1404,R2,10 Mallon Rd,2121,42.30256,-71.07411,Constituent Call
1.01001E+11,7/28/2014 9:36,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,234 Monsignor Dennis F O'Callaghan Way  South Boston  MA  02127,6,5,2,C6,South Boston / South Boston Waterfront,5,7,707,E,234 Monsignor Dennis F O'Callaghan Way,2127,42.32754,-71.05559,Constituent Call
1.01001E+11,7/28/2014 10:28,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,12 Hereford St  Boston  MA  02115,4,1C,8,D4,Back Bay,14,Ward 5,509,CM,12 Hereford St,2115,42.35132,-71.08674,Constituent Call
1.01001E+11,7/28/2014 16:01,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,580-582 Dorchester Ave  South Boston  MA  02127,6,5,2,C6,South Boston / South Boston Waterfront,5,Ward 7,706,RC,580-582 Dorchester Ave,2127,42.32994,-71.056778,Self Service
1.01001E+11,7/28/2014 18:34,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,393 Centre St  Dorchester  MA  02122,8,7,3,C11,Dorchester,7,Ward 16,1604,R3,393 Centre St,2122,42.29483,-71.057,Constituent Call
1.01001E+11,7/28/2014 15:06,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,381 Dorchester St  South Boston  MA  02127,6,5,2,C6,South Boston / South Boston Waterfront,5,Ward 7,706,RC,381 Dorchester St,2127,42.33033,-71.05614,Self Service
1.01001E+11,7/29/2014 8:41,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,311 Belgrade Ave  Roslindale  MA  02131,9,6,5,E5,Roslindale,10,Ward 20,2008,R3,311 Belgrade Ave,2131,42.28626,-71.14427,Constituent Call
1.01001E+11,7/29/2014 14:59,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,6 Mallon Rd  Dorchester  MA  02121,7,3,4,C11,Dorchester,8,Ward 14,1404,R2,6 Mallon Rd,2121,42.30265,-71.07397,Constituent Call
1.01001E+11,7/29/2014 8:35,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,305 Belgrade Ave  Roslindale  MA  02131,9,6,5,E5,Roslindale,10,Ward 20,2008,R4,305 Belgrade Ave,2131,42.28628,-71.14408,Constituent Call
1.01001E+11,7/29/2014 18:33,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,122 Fawndale Rd  Roslindale  MA  02131,12,2,5,E5,Roslindale,10,Ward 19,1913,A,122 Fawndale Rd,2131,42.28899,-71.12095,Constituent Call
1.01001E+11,7/29/2014 8:44,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,11 Topliff St  Dorchester  MA  02122,7,3,4,C11,Dorchester,8,Ward 15,1502,R3,11 Topliff St,2122,42.30426,-71.06879,Constituent Call
1.01001E+11,7/29/2014 10:59,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,INTERSECTION of Dorchester St & Silver St  South Boston  MA,6,5,2,C6,South Boston / South Boston Waterfront,5,Ward 6,604,,INTERSECTION Dorchester St & Silver St,,42.366206,-71.031129,Constituent Call
1.01001E+11,7/29/2014 8:58,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,80 E Brookline St  Roxbury  MA  02118,4,1C,2,D4,South End,6,Ward 8,801,CM,80 E Brookline St,2118,42.33769,-71.06994,Constituent Call
1.01001E+11,7/30/2014 8:41,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,19 Santuit St  Dorchester  MA  02124,8,7,3,C11,Dorchester,8,Ward 16,1603,R3,19 Santuit St,2124,42.2903,-71.06399,Constituent Call
1.01001E+11,7/30/2014 8:38,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,78 Spring Park Ave  Jamaica Plain  MA  02130,9,2,6,E13,Jamaica Plain,11,Ward 19,1904,A,78 Spring Park Ave,2130,42.3166,-71.10778,Constituent Call
1.01001E+11,7/30/2014 9:02,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,130 Boston St  Dorchester  MA  02125,6,3,2,C6,Dorchester,5,Ward 7,708,R3,130 Boston St,2125,42.32501,-71.05904,Constituent Call
1.01001E+11,7/30/2014 11:53,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,20 Woodward Park St  Dorchester  MA  02125,7,3,7,B2,Roxbury,13,Ward 13,1302,EA,20 Woodward Park St,2125,42.318631,-71.073038,Self Service
1.01001E+11,7/30/2014 15:33,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,12 Navillus Ter  Dorchester  MA  02122,7,3,3,C11,Dorchester,8,Ward 15,1504,R3,12 Navillus Ter,2122,42.31002,-71.06166,Constituent Call
1.01001E+11,7/30/2014 15:23,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,682 Blue Hill Ave  Dorchester  MA  02121,7,3,4,B3,Greater Mattapan,8,Ward 14,1407,R4,682 Blue Hill Ave,2121,42.30095,-71.08551,Constituent Call
1.01001E+11,7/30/2014 9:03,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,48 Harlem St  Dorchester  MA  02121,7,3,4,B3,Greater Mattapan,8,Ward 14,1402,R3,48 Harlem St,2121,42.30054,-71.08011,Constituent Call
1.01001E+11,7/30/2014 9:03,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,140-142 Boston St  Dorchester  MA  02125,6,3,2,C6,Dorchester,5,Ward 7,708,R3,140-142 Boston St,2125,42.32464,-71.05924,Constituent Call
1.01001E+11,7/31/2014 13:00,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,96 Normandy St  Dorchester  MA  02121,7,3,4,B2,Roxbury,13,Ward 14,1401,R3,96 Normandy St,2121,42.30941,-71.07983,Self Service
1.01001E+11,7/31/2014 9:24,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,169 Byron St  East Boston  MA  02128,1,9,1,A7,East Boston,1,Ward 1,111,R2,169 Byron St,2128,42.38216,-71.01561,Constituent Call
1.01001E+11,7/31/2014 14:46,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,183-185A Massachusetts Ave  Boston  MA  02115,4,10A,7,D4,Back Bay,14,Ward 4,405,CM,183-185A Massachusetts Ave,2115,42.34554,-71.08721,Constituent Call
1.01001E+11,7/31/2014 11:05,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,100 Cowper St  East Boston  MA  02128,1,9,1,A7,East Boston,1,Ward 1,111,R2,100 Cowper St,2128,42.38098,-71.01684,Constituent Call
1.01001E+11,7/31/2014 9:33,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,,,,,,,,,,,,,42.3594,-71.0587,Constituent Call
1.01001E+11,7/31/2014 15:11,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,9 Greylock Rd  Allston  MA  02134,11,4,9,D14,Allston / Brighton,15,Ward 21,2107,R3,9 Greylock Rd,2134,42.35037,-71.13537,Constituent Call
1.01001E+11,6/18/2014 15:30,,Open,Case Closed NOVIO: No Violation Found/No Cause,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,17 Milton Ave  Dorchester  MA  02124,8,7,4,B3,Dorchester,9,Ward 17,1707,R2,17 Milton Ave,2124,42.28676,-71.07888,Constituent Call
1.01001E+11,7/31/2014 21:40,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,8 Stanwood St  Dorchester  MA  02121,7,3,4,B2,Roxbury,13,Ward 14,1401,R2,8 Stanwood St,2121,42.31014,-71.08138,Constituent Call
1.01001E+11,7/31/2014 9:04,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,294-300 Paris St  East Boston  MA  02128,1,9,1,A7,East Boston,1,Ward 1,105,CM,294-300 Paris St,2128,42.37685,-71.03268,Constituent Call
1.01001E+11,8/1/2014 11:23,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,,,,,,,,,,,,,42.3594,-71.0587,Constituent Call
1.01001E+11,8/4/2014 14:33,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,33 Pratt St  Allston  MA  02134,11,4,9,D14,Allston / Brighton,15,Ward 21,2104,R2,33 Pratt St,2134,42.3549,-71.12842,Constituent Call
1.01001E+11,8/4/2014 11:46,,Open,Case Closed CLOSED: Closed/No Permit,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,19 Tip Top St  Brighton  MA  02135,11,4,9,D14,Allston / Brighton,15,Ward 22,2204,R1,19 Tip Top St,2135,42.35071,-71.17045,Self Service
1.01001E+11,8/4/2014 9:53,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,34 School St  Brighton  MA  02135,11,4,9,D14,Allston / Brighton,15,Ward 22,2205,R1,34 School St,2135,42.36016,-71.14248,Constituent Call
1.01001E+11,8/4/2014 14:10,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,390-394 Riverway   Boston  MA  02115,9,10A,8,B2,Mission Hill,14,10,1004,CM,390-394 Riverway,2115,42.332315,-71.11219,Constituent Call
1.01001E+11,8/4/2014 14:31,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,525 Washington St  Brighton  MA  02135,11,4,9,D14,Brighton,15,22,2207,,525 Washington St,2135,42.3594,-71.0587,Constituent Call
1.01001E+11,8/4/2014 16:32,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,37 Meadowview Rd  Hyde Park  MA  02136,12,8,5,E18,Hyde Park,10,Ward 18,1820,R1,37 Meadowview Rd,2136,42.23304,-71.12968,Self Service
1.01001E+11,8/4/2014 14:32,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,31 Pratt St  Allston  MA  02134,11,4,9,D14,Allston / Brighton,15,Ward 21,2104,R2,31 Pratt St,2134,42.35489,-71.12858,Constituent Call
1.01001E+11,8/5/2014 20:57,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,250-250A Shawmut Ave  Roxbury  MA  02118,4,1C,2,D4,South End,4,Ward 3,307,R3,250-250A Shawmut Ave,2118,42.34341,-71.06812,Self Service
1.01001E+11,8/5/2014 21:52,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,87 Burrell St  Roxbury  MA  02119,7,3,7,B2,Roxbury,13,Ward 8,806,R3,87 Burrell St,2119,42.32354,-71.06851,Self Service
1.01001E+11,8/5/2014 11:04,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,291 Centre St  Dorchester  MA  02122,8,7,3,C11,Dorchester,7,Ward 16,1604,R3,291 Centre St,2122,42.29376,-71.06094,Constituent Call
1.01001E+11,8/5/2014 9:22,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,80 Ashley St  East Boston  MA  02128,1,9,1,A7,East Boston,1,Ward 1,113,R1,80 Ashley St,2128,42.38825,-71.00869,Self Service
1.01001E+11,8/5/2014 11:16,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,385 Dorchester Ave  South Boston  MA  02127,6,5,2,C6,South Boston / South Boston Waterfront,5,7,705,RC,385 Dorchester Ave,2127,42.334607,-71.05799,Constituent Call
1.01001E+11,8/6/2014 9:59,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,177-179 Green St  Jamaica Plain  MA  02130,9,2,6,E13,Jamaica Plain,11,Ward 11,1107,I,177-179 Green St,2130,42.30996,-71.10612,Constituent Call
1.01001E+11,8/6/2014 13:28,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,691 Massachusetts Ave  Roxbury  MA  02118,7,10B,2,D4,Roxbury,6,8,802,,691 Massachusetts Ave,2118,42.3594,-71.0587,Constituent Call
1.01001E+11,8/6/2014 12:23,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,3559 Washington St  Jamaica Plain  MA  02130,9,2,6,E13,Jamaica Plain,11,Ward 11,1108,R3,3559 Washington St,2130,42.30459,-71.10966,Constituent Call
1.01001E+11,8/6/2014 9:57,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,181-187 Green St  Jamaica Plain  MA  02130,9,2,6,E13,Jamaica Plain,11,Ward 11,1107,RC,181-187 Green St,2130,42.309875,-71.105942,Constituent Call
1.01001E+11,8/6/2014 14:57,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,53 Lawn St  Mission Hill  MA  02120,9,10A,6,B2,Mission Hill,11,Ward 10,1006,CM,53 Lawn St,2120,42.3272,-71.10568,Constituent Call
1.01001E+11,8/6/2014 17:27,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,29 Parker St  Charlestown  MA  02129,3,1A,1,A15,Charlestown,2,Ward 2,207,R1,29 Parker St,2129,42.38294,-71.07944,Self Service
1.01001E+11,8/7/2014 8:51,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,31 Duncan St  Dorchester  MA  02122,7,3,3,C11,Dorchester,8,Ward 15,1506,R2,31 Duncan St,2122,42.30222,-71.05832,Constituent Call
1.01001E+11,8/7/2014 13:38,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,21 Dacia St  Dorchester  MA  02125,7,3,7,B2,Roxbury,13,Ward 13,1301,R3,21 Dacia St,2125,42.314823,-71.07722,Constituent Call
1.01001E+11,8/7/2014 13:17,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,9-9A Elm St  Charlestown  MA  02129,3,1A,1,A15,Charlestown,2,Ward 2,205,CM,9-9A Elm St,2129,42.37705,-71.06385,Constituent Call
1.01001E+11,8/7/2014 16:16,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,94 E Brookline St  Roxbury  MA  02118,4,1C,2,D4,South End,6,Ward 8,801,CM,94 E Brookline St,2118,42.3374,-71.06957,Constituent Call
1.01001E+11,8/7/2014 12:50,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,0 Milk St  Boston  MA  02109,3,1C,1,A1,Downtown / Financial District,3,Ward 3,306,E,0 Milk St,2109,42.35877,-71.052388,Constituent Call
1.01001E+11,8/7/2014 8:07,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,198 London St  East Boston  MA  02128,1,9,1,A7,East Boston,1,Ward 1,106,R3,198 London St,2128,42.37533,-71.03689,Constituent Call
1.01001E+11,8/7/2014 11:48,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,326 Washington St  Brighton  MA  02135,11,4,9,D14,Brighton,15,22,2203,,326 Washington St,2135,42.3594,-71.0587,Constituent Call
1.01001E+11,8/8/2014 13:21,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,62 W Rutland Sq  Roxbury  MA  02118,4,1C,7,D4,South End,6,Ward 4,404,A,62 W Rutland Sq,2118,42.34291,-71.07989,Constituent Call
1.01001E+11,8/8/2014 11:53,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,8 Concord Sq  Roxbury  MA  02118,4,1C,7,D4,South End,6,Ward 4,404,CM,8 Concord Sq,2118,42.34086,-71.07869,Constituent Call
1.01001E+11,8/8/2014 12:34,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,958 Bennington St  East Boston  MA  02128,1,9,1,A7,East Boston,1,Ward 1,113,CM,958 Bennington St,2128,42.386243,-71.008806,Self Service
1.01001E+11,8/9/2014 9:04,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,42 Neponset Ave  Dorchester  MA  02122,7,7,3,C11,Dorchester,7,Ward 16,1602,CD,42 Neponset Ave,2122,42.29643,-71.05484,Self Service
1.01001E+11,8/10/2014 18:12,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,462 Sumner St  East Boston  MA  02128,1,9,1,A7,East Boston,1,Ward 1,101,CD,462 Sumner St,2128,42.36556,-71.03171,Self Service
1.01001E+11,8/11/2014 19:23,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,1 Saint George St  Roxbury  MA  02118,4,1C,2,D4,South End,6,Ward 8,802,CD,1 Saint George St,2118,42.33863,-71.07155,Self Service
1.01001E+11,8/11/2014 10:58,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,870 Massachusetts Ave  Roxbury  MA  02118,6,1C,7,C6,South Boston / South Boston Waterfront,13,Ward 8,806,C,870 Massachusetts Ave,2118,42.33152,-71.07035,Constituent Call
1.01001E+11,8/11/2014 14:33,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,8 Duncan Pl  Dorchester  MA  02122,7,3,3,C11,Dorchester,8,Ward 15,1506,R2,8 Duncan Pl,2122,42.30252,-71.05881,Constituent Call
1.01001E+11,8/11/2014 16:25,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,471-473 E Fourth St  South Boston  MA  02127,6,5,2,C6,South Boston / South Boston Waterfront,5,Ward 7,704,R2,471-473 E Fourth St,2127,42.3346,-71.04644,Constituent Call
1.01001E+11,8/11/2014 15:29,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,134 Norwell St  Dorchester  MA  02121,7,3,4,B3,Dorchester,8,Ward 14,1402,R2,134 Norwell St,2121,42.29783,-71.07843,Constituent Call
1.01001E+11,8/11/2014 12:36,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,,,,,,,,,,,,,42.3594,-71.0587,Constituent Call
1.01001E+11,8/11/2014 9:58,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,16 Fernald Ter  Dorchester  MA  02125,7,3,3,C11,Dorchester,8,Ward 15,1504,R2,16 Fernald Ter,2125,42.31034,-71.06674,Constituent Call
1.01001E+11,8/11/2014 15:16,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,84 E Brookline St  Roxbury  MA  02118,4,1C,2,D4,South End,6,Ward 8,801,CM,84 E Brookline St,2118,42.3376,-71.06983,Constituent Call
1.01001E+11,8/12/2014 7:32,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,,,,,,,,,,,,,42.3594,-71.0587,Constituent Call
1.01001E+11,8/12/2014 13:04,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,81 E Brookline St  Roxbury  MA  02118,4,1C,2,D4,South End,6,Ward 8,802,CM,81 E Brookline St,2118,42.33749,-71.07021,Constituent Call
1.01001E+11,8/12/2014 12:47,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,113-117 Paul Gore St  Jamaica Plain  MA  02130,9,2,6,E13,Jamaica Plain,11,Ward 19,1901,R4,113-117 Paul Gore St,2130,42.3184,-71.10611,Self Service
1.01001E+11,8/12/2014 7:22,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,38 Pratt St  Allston  MA  02134,11,4,9,D14,Allston / Brighton,15,Ward 21,2104,R3,38 Pratt St,2134,42.3553,-71.128,Constituent Call
1.01001E+11,8/12/2014 7:25,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,48 Pratt St  Allston  MA  02134,11,4,9,D14,Allston / Brighton,15,Ward 21,2104,R1,48 Pratt St,2134,42.35537,-71.12728,Constituent Call
1.01001E+11,8/12/2014 7:24,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,,,,,,,,,,,,,42.3594,-71.0587,Constituent Call
1.01001E+11,8/12/2014 13:55,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,66 Homer St  East Boston  MA  02128,1,9,1,A7,East Boston,1,Ward 1,111,R1,66 Homer St,2128,42.38172,-71.0169,Constituent Call
1.01001E+11,8/12/2014 9:31,,Open,Case Closed ADCLSD: Administratively Closed,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,1-4 Saint George St  Roxbury  MA  02118,4,1C,2,D4,South End,6,8,802,,1-4 Saint George St,2118,42.338562,-71.071563,Self Service
1.01001E+11,8/12/2014 7:24,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,43 Pratt St  Allston  MA  02134,11,4,9,D14,Allston / Brighton,15,Ward 21,2104,R2,43 Pratt St,2134,42.35502,-71.12772,Constituent Call
1.01001E+11,8/12/2014 9:47,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,23 Bilodeau Rd  Dorchester  MA  02121,7,3,4,B2,Roxbury,13,Ward 14,1403,R2,23 Bilodeau Rd,2121,42.30774,-71.08153,Constituent Call
1.01001E+11,8/12/2014 7:23,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,40 Pratt St  Allston  MA  02134,11,4,9,D14,Allston / Brighton,15,Ward 21,2104,R1,40 Pratt St,2134,42.35533,-71.12786,Constituent Call
1.01001E+11,8/12/2014 7:28,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,,,,,,,,,,,,,42.3594,-71.0587,Constituent Call
1.01001E+11,8/12/2014 19:11,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,93 Normandy St  Dorchester  MA  02121,7,3,4,B2,Roxbury,13,Ward 14,1401,R3,93 Normandy St,2121,42.30967,-71.08009,Constituent Call
