CASE_ENQUIRY_ID,OPEN_DT,CLOSED_DT,CASE_STATUS,CLOSURE_REASON,CASE_TITLE,SUBJECT,REASON,TYPE,QUEUE,Department,Location,fire_district,pwd_district,city_council_district,police_district,neighborhood,neighborhood_services_district,ward,precinct,land_usage,LOCATION_STREET_NAME,LOCATION_ZIPCODE,LATITUDE,LONGITUDE,Source
1.01001E+11,8/12/2014 11:03,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,251 Beacon St  Boston  MA  02116,4,1C,8,D4,Back Bay,14,Ward 5,507,CD,251 Beacon St,2116,42.35352,-71.07863,Self Service
1.01001E+11,8/12/2014 8:45,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,1 Saint George St  Roxbury  MA  02118,4,1C,2,D4,South End,6,Ward 8,802,CD,1 Saint George St,2118,42.33863,-71.07155,Self Service
1.01001E+11,8/12/2014 13:27,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,742 Bennington St  East Boston  MA  02128,1,9,1,A7,East Boston,1,Ward 1,113,R3,742 Bennington St,2128,42.38542,-71.01123,Constituent Call
1.01001E+11,8/12/2014 10:35,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,72-76 Richmond St  Dorchester  MA  02124,8,7,3,C11,Dorchester,7,Ward 16,1611,E,72-76 Richmond St,2124,42.274552,-71.066733,Constituent Call
1.01001E+11,8/12/2014 9:41,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,130 Rosseter St  Dorchester  MA  02121,7,3,4,C11,Dorchester,8,Ward 14,1404,R1,130 Rosseter St,2121,42.30156,-71.07274,Constituent Call
1.01001E+11,8/12/2014 15:56,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,577 E Eighth St  South Boston  MA  02127,6,5,2,C6,South Boston / South Boston Waterfront,5,Ward 7,702,R3,577 E Eighth St,2127,42.33125,-71.03857,Self Service
1.01001E+11,8/13/2014 15:30,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,800 Boylston St  Boston  MA  02199,4,1C,2,D4,Back Bay,6,4,402,,800 Boylston St,2199,42.347296,-71.081457,Constituent Call
1.01001E+11,8/13/2014 7:14,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,16 Mead St  Allston  MA  02134,11,4,9,D14,Allston / Brighton,15,Ward 22,2202,R3,16 Mead St,2134,42.3619,-71.1319,Constituent Call
1.01001E+11,8/13/2014 10:39,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,87 Adams St  Dorchester  MA  02122,7,3,3,C11,Dorchester,8,Ward 15,1509,R3,87 Adams St,2122,42.30583,-71.06195,Constituent Call
1.01001E+11,8/13/2014 14:44,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,38 East St  Dorchester  MA  02122,7,3,3,C11,Dorchester,8,Ward 15,1504,R3,38 East St,2122,42.30743,-71.06043,Constituent Call
1.01001E+11,8/13/2014 18:00,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,182 Wordsworth St  East Boston  MA  02128,1,9,1,A7,East Boston,1,Ward 1,112,R1,182 Wordsworth St,2128,42.38183,-71.01329,Constituent Call
1.01001E+11,8/13/2014 15:55,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,32 Parker St  Charlestown  MA  02129,3,1A,1,A15,Charlestown,2,Ward 2,207,R4,32 Parker St,2129,42.38279,-71.07916,Self Service
1.01001E+11,8/13/2014 14:02,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,84 E Brookline St  Roxbury  MA  02118,4,1C,2,D4,South End,6,Ward 8,801,CM,84 E Brookline St,2118,42.3376,-71.06983,Constituent Call
1.01001E+11,8/14/2014 13:55,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,4 Sumner St  Dorchester  MA  02125,7,3,2,C11,Dorchester,5,Ward 7,709,R3,4 Sumner St,2125,42.31965,-71.0608,Constituent Call
1.01001E+11,8/14/2014 8:22,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,53 Marlborough St  Boston  MA  02116,4,1C,8,D4,Back Bay,14,Ward 5,506,E,53 Marlborough St,2116,42.35413,-71.07475,Constituent Call
1.01001E+11,8/14/2014 16:43,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,59 Worcester St  Roxbury  MA  02118,4,1C,7,D4,South End,6,Ward 9,902,RC,59 Worcester St,2118,42.3391,-71.07732,Self Service
1.01001E+11,8/14/2014 15:44,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,11 Clive St  Jamaica Plain  MA  02130,9,2,6,E13,Jamaica Plain,11,Ward 19,1901,R1,11 Clive St,2130,42.31743,-71.10824,Constituent Call
1.01001E+11,8/14/2014 10:46,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,16 Harris Ave  Jamaica Plain  MA  02130,9,2,6,E13,Jamaica Plain,11,Ward 19,1906,R2,16 Harris Ave,2130,42.31101,-71.11231,Constituent Call
1.01001E+11,8/14/2014 9:43,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,7 Dunkeld St  Dorchester  MA  02121,7,3,7,B2,Roxbury,13,Ward 13,1301,EA,7 Dunkeld St,2121,42.31285,-71.07581,Constituent Call
1.01001E+11,8/14/2014 12:54,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,46 Neponset Ave  Dorchester  MA  02122,7,7,3,C11,Dorchester,7,Ward 16,1602,R3,46 Neponset Ave,2122,42.29636,-71.05473,Constituent Call
1.01001E+11,8/14/2014 14:34,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,171 Trenton St  East Boston  MA  02128,1,9,1,A7,East Boston,1,Ward 1,109,R3,171 Trenton St,2128,42.38021,-71.03242,Constituent Call
1.01001E+11,8/15/2014 8:44,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,371-373 Dorchester St  South Boston  MA  02127,6,5,2,C6,South Boston / South Boston Waterfront,5,Ward 7,706,CM,371-373 Dorchester St,2127,42.33041,-71.05577,Constituent Call
1.01001E+11,8/15/2014 10:18,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,,,,,,,,,,,,,42.3594,-71.0587,Constituent Call
1.01001E+11,8/15/2014 12:26,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,221 Columbus Ave  Boston  MA  02116,4,1C,2,D4,Back Bay,6,Ward 4,402,CM,221 Columbus Ave,2116,42.348248,-71.07269,Constituent Call
1.01001E+11,8/15/2014 8:24,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,10 Pratt St  Allston  MA  02134,11,4,9,D14,Allston / Brighton,15,Ward 21,2104,R2,10 Pratt St,2134,42.355,-71.12986,Constituent Call
1.01001E+11,8/15/2014 14:13,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,11 Saint George St  Roxbury  MA  02118,4,1C,2,D4,South End,6,Ward 8,802,CM,11 Saint George St,2118,42.33824,-71.07214,Constituent Call
1.01001E+11,8/15/2014 9:18,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,14 Wigglesworth St  Mission Hill  MA  02120,9,10A,8,B2,Mission Hill,14,Ward 10,1003,R2,14 Wigglesworth St,2120,42.3344,-71.1031,Constituent Call
1.01001E+11,8/15/2014 8:23,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,7 Greylock Rd  Allston  MA  02134,11,4,9,D14,Allston / Brighton,15,Ward 21,2107,R2,7 Greylock Rd,2134,42.35042,-71.13552,Constituent Call
1.01001E+11,8/15/2014 9:43,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,37 Coolidge Rd  Allston  MA  02134,11,4,9,D14,Allston / Brighton,15,Ward 22,2201,R1,37 Coolidge Rd,2134,42.35954,-71.13019,Constituent Call
1.01001E+11,8/15/2014 21:08,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,251 Beacon St  Boston  MA  02116,4,1C,8,D4,Back Bay,14,Ward 5,507,CM,251 Beacon St,2116,42.35352,-71.07863,Constituent Call
1.01001E+11,8/15/2014 9:21,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,8 Wigglesworth St  Mission Hill  MA  02120,9,10A,8,B2,Mission Hill,14,Ward 10,1003,R4,8 Wigglesworth St,2120,42.33425,-71.1032,Constituent Call
1.01001E+11,8/15/2014 9:26,,Open,,Rodent Activity,Inspectional Services,Environmental Services,Rodent Activity,ISD_Environmental Services (INTERNAL),ISD,27 Delle Ave  Mission Hill  MA  02120,9,10A,8,B2,Mission Hill,14,Ward 10,1002,R4,27 Delle Ave,2120,42.33114,-71.09852,Constituent Call
